Chromosome,Start,End,Length (bp),Methods
Supercontig_12.3,1703051,1703500,450,"Blast,Het,Period"
Supercontig_12.3,1703501,1703650,150,"Blast,Depth,Het,Period"
Supercontig_12.3,1703651,1704600,950,"Blast,Het,Period"
Supercontig_12.3,1704601,1704650,50,"Het,Period"
Supercontig_12.3,1704651,1704800,150,Period
Supercontig_12.3,1704801,1704850,50,"Blast,Period"
Supercontig_12.3,1704851,1705450,600,"Blast,Het,Period"
Supercontig_12.3,1705451,1705750,300,"Blast,Depth,Het,Period"
Supercontig_12.3,1705751,1706000,250,"Blast,Het,Period"
Supercontig_12.3,1706001,1706400,400,"Blast,Depth,Het,Period"
Supercontig_12.3,1706401,1706750,350,"Blast,Het,Period"
Supercontig_12.3,1706751,1706800,50,"Blast,Depth,Het,Period"
Supercontig_12.3,1706801,1707000,200,"Depth,Het,Period"
Supercontig_12.3,1707001,1707100,100,"Blast,Depth,Het,Period"
Supercontig_12.3,1707101,1707167,67,"Blast,Het,Period"
Supercontig_12.3,1707168,1707200,33,"Blast,Het"
Supercontig_12.3,1707201,1707550,350,Het
Supercontig_12.3,1707601,1707800,200,Blast
Supercontig_12.3,1708001,1708800,800,Blast
Supercontig_12.3,1709001,1709400,400,Blast
Supercontig_12.3,1709601,1710600,1000,Blast
Supercontig_12.3,1711001,1711200,200,Blast
Supercontig_12.3,1712201,1712400,200,Blast
Supercontig_12.3,1712801,1713000,200,Blast
Supercontig_12.3,1714519,1714550,32,Period
Supercontig_12.3,1714551,1714600,50,"Depth,Het,Period"
Supercontig_12.3,1714601,1715550,950,"Blast,Depth,Het,Period"
Supercontig_12.3,1715551,1716300,750,"Blast,Het,Period"
Supercontig_12.3,1716301,1717250,950,"Blast,Depth,Het,Period"
Supercontig_12.3,1717251,1717600,350,"Blast,Het,Period"
Supercontig_12.3,1717601,1718150,550,"Blast,Depth,Het,Period"
Supercontig_12.3,1718151,1718800,650,"Blast,Het,Period"
Supercontig_12.3,1718801,1718950,150,"Blast,Period"
Supercontig_12.3,1718951,1719050,100,"Blast,Depth,Period"
Supercontig_12.3,1719051,1719900,850,"Blast,Depth,Het,Period"
Supercontig_12.3,1719901,1720300,400,"Blast,Het,Period"
Supercontig_12.3,1720301,1720600,300,"Blast,Depth,Het,Period"
Supercontig_12.3,1720601,1721350,750,"Blast,Het,Period"
Supercontig_12.3,1721351,1721550,200,"Blast,Depth,Het,Period"
Supercontig_12.3,1721551,1722850,1300,"Blast,Het,Period"
Supercontig_12.3,1722851,1723078,228,"Blast,Depth,Het,Period"
Supercontig_12.3,1723079,1723233,155,"Blast,Depth,Het"
Supercontig_12.3,1723234,1723800,567,"Blast,Depth,Het,Period"
Supercontig_12.3,1723801,1724450,650,"Blast,Het,Period"
Supercontig_12.3,1724451,1725450,1000,"Blast,Depth,Het,Period"
Supercontig_12.3,1725451,1725650,200,"Blast,Het,Period"
Supercontig_12.3,1725651,1726000,350,"Blast,Depth,Het,Period"
Supercontig_12.3,1726001,1726200,200,"Depth,Het,Period"
Supercontig_12.3,1726201,1727550,1350,"Blast,Depth,Het,Period"
Supercontig_12.3,1727551,1727700,150,"Blast,Depth,Period"
Supercontig_12.3,1727701,1727900,200,"Blast,Period"
Supercontig_12.3,1727901,1727950,50,"Blast,Het,Period"
Supercontig_12.3,1727951,1729100,1150,"Blast,Depth,Het,Period"
Supercontig_12.3,1729101,1729200,100,"Blast,Het,Period"
Supercontig_12.3,1729201,1729400,200,Period
Supercontig_12.3,1729401,1730100,700,"Blast,Depth,Het,Period"
Supercontig_12.3,1730101,1730150,50,"Blast,Het,Period"
Supercontig_12.3,1730151,1730200,50,"Blast,Period"
Supercontig_12.3,1730201,1730300,100,Period
Supercontig_12.3,1730301,1730350,50,"Depth,Period"
Supercontig_12.3,1730351,1730400,50,"Depth,Het,Period"
Supercontig_12.3,1730401,1730810,410,"Blast,Depth,Het,Period"
Supercontig_12.3,1730811,1731036,226,"Blast,Depth,Het"
Supercontig_12.3,1731037,1732613,1577,"Blast,Depth,Het,Period"
Supercontig_12.3,1732614,1732833,220,"Blast,Depth,Het"
Supercontig_12.3,1732834,1733650,817,"Blast,Depth,Het,Period"
Supercontig_12.3,1733651,1734000,350,"Blast,Het,Period"
Supercontig_12.3,1734001,1736600,2600,"Blast,Depth,Het,Period"
Supercontig_12.3,1736601,1736900,300,"Blast,Het,Period"
Supercontig_12.3,1736901,1737400,500,"Blast,Depth,Het,Period"
Supercontig_12.3,1737401,1737450,50,"Depth,Period"
Supercontig_12.3,1737451,1737600,150,Period
Supercontig_12.3,1737601,1737700,100,"Blast,Period"
Supercontig_12.3,1737701,1737800,100,"Blast,Depth,Period"
Supercontig_12.3,1737801,1738050,250,"Blast,Depth,Het,Period"
Supercontig_12.3,1738051,1738150,100,"Blast,Het,Period"
Supercontig_12.3,1738151,1738300,150,"Blast,Period"
Supercontig_12.3,1738301,1738350,50,"Blast,Depth,Period"
Supercontig_12.3,1738351,1738800,450,"Blast,Depth,Het,Period"
Supercontig_12.3,1738801,1739500,700,"Blast,Het,Period"
Supercontig_12.3,1739501,1740100,600,"Blast,Depth,Het,Period"
Supercontig_12.3,1740101,1740450,350,"Blast,Het,Period"
Supercontig_12.3,1740451,1740550,100,"Blast,Depth,Het,Period"
Supercontig_12.3,1740551,1740800,250,"Blast,Het,Period"
Supercontig_12.3,1740801,1740850,50,"Het,Period"
Supercontig_12.3,1740851,1741000,150,Period
Supercontig_12.3,1741001,1741100,100,"Blast,Period"
Supercontig_12.3,1741101,1741200,100,"Blast,Depth,Period"
Supercontig_12.3,1741201,1741250,50,"Blast,Depth,Het,Period"
Supercontig_12.3,1741251,1742150,900,"Blast,Het,Period"
Supercontig_12.3,1742151,1742350,200,"Blast,Depth,Het,Period"
Supercontig_12.3,1742351,1742650,300,"Blast,Het,Period"
Supercontig_12.3,1742651,1742800,150,"Blast,Period"
Supercontig_12.3,1742801,1742950,150,Period
Supercontig_12.3,1742951,1743000,50,"Depth,Het,Period"
Supercontig_12.3,1743001,1743600,600,"Blast,Depth,Het,Period"
Supercontig_12.3,1743601,1743900,300,"Blast,Depth,Period"
Supercontig_12.3,1743901,1744000,100,"Blast,Period"
Supercontig_12.3,1744001,1744200,200,"Blast,Het,Period"
Supercontig_12.3,1744201,1744250,50,"Het,Period"
Supercontig_12.3,1744251,1744400,150,Period
Supercontig_12.3,1744401,1744450,50,"Blast,Period"
Supercontig_12.3,1744451,1744700,250,"Blast,Depth,Het,Period"
Supercontig_12.3,1744701,1745450,750,"Blast,Het,Period"
Supercontig_12.3,1745451,1745600,150,"Blast,Period"
Supercontig_12.3,1745601,1746050,450,"Blast,Depth,Period"
Supercontig_12.3,1746051,1746850,800,"Blast,Depth,Het,Period"
Supercontig_12.3,1746851,1746900,50,"Blast,Depth,Period"
Supercontig_12.3,1746901,1747250,350,"Blast,Period"
Supercontig_12.3,1747251,1747400,150,"Blast,Het,Period"
Supercontig_12.3,1747401,1747650,250,"Blast,Period"
Supercontig_12.3,1747651,1747700,50,"Blast,Het,Period"
Supercontig_12.3,1747701,1747950,250,"Blast,Depth,Het,Period"
Supercontig_12.3,1747951,1748050,100,"Blast,Het,Period"
Supercontig_12.3,1748051,1748150,100,"Blast,Period"
Supercontig_12.3,1748151,1748350,200,"Blast,Depth,Period"
Supercontig_12.3,1748351,1749576,1226,"Blast,Depth,Het,Period"
Supercontig_12.3,1749577,1749700,124,"Blast,Depth,Het"
Supercontig_12.3,1749701,1749800,100,"Blast,Depth"
Supercontig_12.3,1750751,1750950,200,Het
Supercontig_12.3,1752801,1752900,100,Depth
Supercontig_12.3,1755501,1755600,100,Het
Supercontig_12.3,1755601,1755650,50,"Blast,Het"
Supercontig_12.3,1755651,1755800,150,Blast
Supercontig_12.3,1756451,1756600,150,Het
Supercontig_12.3,1756651,1756750,100,Depth
Supercontig_12.3,1756801,1756900,100,Blast
Supercontig_12.3,1756901,1756950,50,"Blast,Het"
Supercontig_12.3,1756951,1757000,50,"Blast,Depth,Het"
Supercontig_12.3,1757001,1757050,50,"Depth,Het"
Supercontig_12.3,1757051,1757150,100,Het
Supercontig_12.3,1757401,1757550,150,Het
Supercontig_12.3,1759651,1759900,250,Het
Supercontig_12.3,1760551,1760700,150,Het
Supercontig_12.3,1764051,1764200,150,Depth
Supercontig_12.3,1764601,1764700,100,Depth
Supercontig_12.3,1764901,1765450,550,Het
Supercontig_12.3,1765451,1765600,150,"Depth,Het"
Supercontig_12.3,1766201,1766250,50,Depth
Supercontig_12.3,1766251,1766300,50,"Depth,Het"
Supercontig_12.3,1766301,1766400,100,Het
Supercontig_12.3,1766851,1767000,150,Het
Supercontig_12.3,1767451,1767850,400,Het
Supercontig_12.3,1771301,1771450,150,Het
Supercontig_12.3,1772301,1772450,150,Het
Supercontig_12.3,1773751,1774050,300,Depth
Supercontig_12.3,1774501,1774650,150,Het
Supercontig_12.3,1776101,1776350,250,Het
Supercontig_12.3,1778001,1778100,100,Depth
Supercontig_12.3,1778151,1778750,600,Het
Supercontig_12.3,1778751,1778800,50,"Depth,Het"
Supercontig_12.3,1778801,1778850,50,Depth
Supercontig_12.3,1779251,1780050,800,Het
Supercontig_12.3,1780601,1780850,250,Depth
Supercontig_12.3,1782551,1782700,150,Depth
Supercontig_12.3,1782951,1783100,150,Het
Supercontig_12.3,1783401,1783500,100,Blast
Supercontig_12.3,1783501,1783600,100,"Blast,Depth"
Supercontig_12.3,1783601,1784000,400,Depth
Supercontig_12.3,1784301,1785050,750,Depth
Supercontig_12.3,1786301,1786700,400,Het
Supercontig_12.3,1787201,1787350,150,Het
Supercontig_12.3,1789051,1789200,150,Het
Supercontig_12.3,1789851,1789900,50,Het
Supercontig_12.3,1789901,1790000,100,"Depth,Het"
Supercontig_12.3,1790001,1790100,100,Depth
Supercontig_12.3,1790601,1790750,150,Depth
Supercontig_12.3,1792101,1792250,150,Het
Supercontig_12.3,1792601,1793100,500,Depth
Supercontig_12.3,1793151,1793300,150,Het
Supercontig_12.3,1793801,1794200,400,"Blast,Het"
Supercontig_12.3,1795851,1795950,100,Depth
Supercontig_12.3,1796451,1796900,450,Depth
Supercontig_12.3,1798201,1798350,150,Het
Supercontig_12.3,1798851,1799050,200,Het
Supercontig_12.3,1800951,1801000,50,Depth
Supercontig_12.3,1801001,1801076,76,"Blast,Depth"
Supercontig_12.3,1801077,1801100,24,"Blast,Depth,Period"
Supercontig_12.3,1801101,1801400,300,"Blast,Depth,Het,Period"
Supercontig_12.3,1801401,1801450,50,"Depth,Het,Period"
Supercontig_12.3,1802151,1802550,400,Depth
Supercontig_12.3,1804351,1804500,150,Het
Supercontig_12.3,1806501,1806800,300,Depth
Supercontig_12.3,1808801,1808850,50,Blast
Supercontig_12.3,1808851,1808950,100,"Blast,Depth"
Supercontig_12.3,1808951,1809000,50,"Blast,Depth,Het"
Supercontig_12.3,1809001,1809100,100,"Depth,Het"
Supercontig_12.3,1809101,1809250,150,Depth
Supercontig_12.3,1809451,1809550,100,Depth
Supercontig_12.3,1809601,1810000,400,Het
Supercontig_12.3,1811951,1812100,150,Het
Supercontig_12.3,1813101,1813400,300,Depth
Supercontig_12.3,1814201,1814400,200,Blast
Supercontig_12.3,1814601,1814650,50,Blast
Supercontig_12.3,1814651,1814706,56,"Blast,Depth"
Supercontig_12.3,1814707,1814850,144,"Blast,Depth,Period"
Supercontig_12.3,1814851,1815750,900,"Blast,Het,Period"
Supercontig_12.3,1815751,1815850,100,"Blast,Depth,Het,Period"
Supercontig_12.3,1815851,1815900,50,"Blast,Het,Period"
Supercontig_12.3,1815901,1816101,201,"Blast,Het"
Supercontig_12.3,1816102,1816900,799,"Blast,Het,Period"
Supercontig_12.3,1816901,1816953,53,"Blast,Depth,Het,Period"
Supercontig_12.3,1816954,1817000,47,"Blast,Depth,Het"
Supercontig_12.3,1817001,1817050,50,"Depth,Het"
Supercontig_12.3,1817051,1817150,100,Het
Supercontig_12.3,1817751,1817900,150,Het
Supercontig_12.3,1818001,1818200,200,Blast
Supercontig_12.3,1818351,1818500,150,Het
Supercontig_12.3,1819151,1820200,1050,Depth
Supercontig_12.3,1820201,1820500,300,"Depth,Het"
Supercontig_12.3,1821151,1821250,100,Depth
Supercontig_12.3,1821601,1821850,250,Depth
Supercontig_12.3,1822051,1822350,300,Het
Supercontig_12.3,1822651,1822950,300,Depth
Supercontig_12.3,1823301,1823450,150,Depth
Supercontig_12.3,1823801,1823950,150,Depth
Supercontig_12.3,1824751,1824850,100,Depth
Supercontig_12.3,1826401,1826500,100,Depth
Supercontig_12.3,1826501,1826650,150,"Depth,Het"
Supercontig_12.3,1826651,1826800,150,Depth
Supercontig_12.3,1826901,1827050,150,Het
Supercontig_12.3,1830151,1831000,850,Depth
Supercontig_12.3,1831751,1832250,500,Depth
Supercontig_12.3,1833251,1833900,650,Depth
Supercontig_12.3,1834751,1835000,250,Depth
Supercontig_12.3,1837051,1837250,200,Het
Supercontig_12.3,1837701,1837800,100,"Depth,Het"
Supercontig_12.3,1837801,1837850,50,Het
Supercontig_12.3,1838101,1838250,150,Het
Supercontig_12.3,1838851,1839050,200,Depth
Supercontig_12.3,1839051,1839100,50,"Depth,Het"
Supercontig_12.3,1839101,1839200,100,Het
Supercontig_12.3,1840401,1840500,100,Depth
Supercontig_12.3,1840751,1841200,450,Depth
Supercontig_12.3,1841201,1841400,200,"Blast,Depth"
Supercontig_12.3,1841401,1841550,150,Depth
Supercontig_12.3,1841951,1842050,100,Depth
Supercontig_12.3,1842751,1842900,150,Depth
Supercontig_12.3,1846351,1846450,100,Depth
Supercontig_12.3,1847101,1847250,150,Het
Supercontig_12.3,1847651,1847800,150,Het
Supercontig_12.3,1849951,1850300,350,Depth
Supercontig_12.3,1851151,1851300,150,Het
Supercontig_12.3,1852951,1853100,150,Depth
Supercontig_12.3,1855501,1855650,150,Het
Supercontig_12.3,1856851,1857050,200,Het
Supercontig_12.3,1857651,1857950,300,Depth
Supercontig_12.3,1859001,1859300,300,Depth
Supercontig_12.3,1859751,1859850,100,Depth
Supercontig_12.3,1861651,1861800,150,Het
Supercontig_12.3,1863251,1863500,250,Het
Supercontig_12.3,1863501,1863600,100,"Depth,Het"
Supercontig_12.3,1863601,1863800,200,Het
Supercontig_12.3,1863851,1864150,300,Depth
Supercontig_12.3,1865401,1865950,550,Het
Supercontig_12.3,1867301,1867700,400,Het
Supercontig_12.3,1870501,1870600,100,Depth
Supercontig_12.3,1871201,1871400,200,Blast
Supercontig_12.3,1872051,1872100,50,Het
Supercontig_12.3,1872101,1872200,100,"Depth,Het"
Supercontig_12.3,1872201,1872400,200,Depth
Supercontig_12.3,1872601,1872700,100,Depth
Supercontig_12.3,1876951,1877100,150,Depth
Supercontig_12.3,1877551,1877800,250,Depth
Supercontig_12.3,1879401,1879600,200,Depth
Supercontig_12.3,1880751,1880900,150,Depth
Supercontig_12.3,1881151,1881300,150,Het
Supercontig_12.3,1881651,1881800,150,Depth
Supercontig_12.3,1882551,1882650,100,Depth
Supercontig_12.3,1883301,1883450,150,Het
Supercontig_12.3,1884801,1884950,150,Het
Supercontig_12.3,1886051,1886150,100,Depth
Supercontig_12.3,1887851,1887950,100,Depth
Supercontig_12.3,1888151,1888300,150,Het
Supercontig_12.3,1888451,1888550,100,Depth
Supercontig_12.3,1888551,1888700,150,"Depth,Het"
Supercontig_12.3,1888901,1889000,100,Het
Supercontig_12.3,1889001,1889200,200,"Blast,Het"
Supercontig_12.3,1889201,1889350,150,Het
Supercontig_12.3,1891101,1891200,100,Depth
Supercontig_12.3,1893251,1893550,300,Het
Supercontig_12.3,1894051,1894350,300,Depth
Supercontig_12.3,1894901,1895000,100,Depth
Supercontig_12.3,1895201,1895300,100,Depth
Supercontig_12.3,1895651,1895800,150,Het
Supercontig_12.3,1896301,1896450,150,Het
Supercontig_12.3,1896851,1897000,150,Het
Supercontig_12.3,1897401,1897600,200,Depth
Supercontig_12.3,1897601,1897609,9,"Blast,Depth,Het"
Supercontig_12.3,1897610,1897905,296,"Blast,Depth,Het,Period"
Supercontig_12.3,1897906,1898000,95,"Blast,Depth,Het"
Supercontig_12.3,1898001,1898050,50,"Depth,Het"
Supercontig_12.3,1898051,1898250,200,Depth
Supercontig_12.3,1898401,1898550,150,Het
Supercontig_12.3,1898601,1898700,100,Depth
Supercontig_12.3,1899201,1899350,150,Depth
Supercontig_12.3,1899501,1899650,150,Het
Supercontig_12.3,1900451,1901050,600,Depth
Supercontig_12.3,1901051,1901100,50,"Depth,Het"
Supercontig_12.3,1901101,1901250,150,Het
Supercontig_12.3,1901751,1901850,100,Depth
Supercontig_12.3,1901851,1902300,450,Het
Supercontig_12.3,1902501,1902750,250,Het
Supercontig_12.3,1903801,1903950,150,Het
Supercontig_12.3,1905551,1905750,200,Depth
Supercontig_12.3,1906751,1906900,150,Het
Supercontig_12.3,1908201,1908400,200,Blast
Supercontig_12.3,1908501,1908800,300,Depth
Supercontig_12.3,1909451,1909600,150,Het
Supercontig_12.3,1909801,1910050,250,Het
Supercontig_12.3,1910701,1911100,400,Depth
Supercontig_12.3,1912151,1912500,350,Depth
Supercontig_12.3,1913051,1913150,100,"Depth,Het"
Supercontig_12.3,1913151,1913200,50,Het
Supercontig_12.3,1913751,1914150,400,Het
Supercontig_12.3,1915901,1916200,300,Depth
Supercontig_12.3,1916351,1916700,350,Het
Supercontig_12.3,1918401,1918550,150,Depth
Supercontig_12.3,1920801,1921000,200,Blast
Supercontig_12.3,1921201,1921750,550,Blast
Supercontig_12.3,1921751,1921800,50,"Blast,Het"
Supercontig_12.3,1921801,1921850,50,Het
Supercontig_12.3,1921851,1921950,100,"Depth,Het"
Supercontig_12.3,1923301,1923450,150,Het
Supercontig_12.3,1924851,1925000,150,Het
Supercontig_12.3,1925651,1925850,200,Depth
Supercontig_12.3,1926601,1926900,300,Het
Supercontig_12.3,1928801,1928950,150,"Depth,Het"
Supercontig_12.3,1929351,1929500,150,Het
Supercontig_12.3,1929951,1930250,300,Depth
Supercontig_12.3,1932801,1933200,400,Depth
Supercontig_12.3,1933201,1933400,200,"Blast,Depth"
Supercontig_12.3,1933401,1933550,150,Depth
Supercontig_12.3,1935201,1935350,150,Het
Supercontig_12.3,1935401,1935500,100,Depth
Supercontig_12.3,1941201,1941350,150,Het
Supercontig_12.3,1942301,1942400,100,Depth
Supercontig_12.3,1942801,1942950,150,Het
Supercontig_12.3,1944151,1944300,150,Het
Supercontig_12.3,1945651,1946150,500,Depth
Supercontig_12.3,1946651,1946800,150,Depth
Supercontig_12.3,1947001,1947300,300,Het
Supercontig_12.3,1949051,1949450,400,Depth
Supercontig_12.3,1949851,1950200,350,Depth
Supercontig_12.3,1951551,1952000,450,Depth
Supercontig_12.3,1952801,1952900,100,Depth
Supercontig_12.3,1953351,1953500,150,Het
Supercontig_12.3,1953901,1954050,150,Het
Supercontig_12.3,1955251,1955350,100,Depth
Supercontig_12.3,1957701,1957850,150,Het
Supercontig_12.3,1959901,1960050,150,Het
Supercontig_12.3,1960251,1960350,100,Depth
Supercontig_12.3,1960701,1960850,150,Het
Supercontig_12.3,1961501,1961700,200,Het
Supercontig_12.3,1962951,1963200,250,Depth
Supercontig_12.3,1963401,1963950,550,Depth
Supercontig_12.3,1964251,1964350,100,Depth
Supercontig_12.3,1965201,1965350,150,Het
Supercontig_12.3,1965701,1966250,550,Depth
Supercontig_12.3,1968301,1968850,550,Depth
Supercontig_12.3,1969101,1969200,100,Depth
Supercontig_12.3,1969501,1969650,150,Het
Supercontig_12.3,1970551,1971650,1100,Depth
Supercontig_12.3,1971951,1972500,550,Depth
Supercontig_12.3,1976251,1976400,150,Depth
Supercontig_12.3,1976401,1977000,600,"Depth,Het"
Supercontig_12.3,1977001,1977100,100,Depth
Supercontig_12.3,1978351,1978500,150,Het
Supercontig_12.3,1979051,1979700,650,Depth
Supercontig_12.3,1980851,1981000,150,Het
Supercontig_12.3,1981151,1981300,150,Depth
Supercontig_12.3,1981301,1981450,150,Het
Supercontig_12.3,1983901,1984050,150,Het
Supercontig_12.3,1984151,1984500,350,Depth
Supercontig_12.3,1984701,1984950,250,Het
Supercontig_12.3,1985351,1985500,150,Het
Supercontig_12.3,1985601,1985950,350,Depth
Supercontig_12.3,1986551,1986850,300,Depth
Supercontig_12.3,1987651,1987850,200,Depth
Supercontig_12.3,1989251,1989400,150,Het
Supercontig_12.3,1989851,1990000,150,Het
Supercontig_12.3,1990251,1990350,100,Depth
Supercontig_12.3,1991401,1991550,150,Het
Supercontig_12.3,1992551,1992600,50,Depth
Supercontig_12.3,1992601,1992800,200,"Depth,Het"
Supercontig_12.3,1992801,1992850,50,Het
Supercontig_12.3,1994151,1994300,150,"Depth,Het"
Supercontig_12.3,1996551,1996650,100,Depth
Supercontig_12.3,1997651,1997800,150,Het
Supercontig_12.3,1999001,1999150,150,Het
Supercontig_12.3,2003051,2003200,150,Het
Supercontig_12.3,2004001,2004400,400,Depth
Supercontig_12.3,2005001,2005100,100,Depth
Supercontig_12.3,2006151,2006300,150,Het
Supercontig_12.3,2006751,2007050,300,Depth
Supercontig_12.3,2007601,2007700,100,Depth
Supercontig_12.3,2007951,2008250,300,Depth
Supercontig_12.3,2008601,2008750,150,Het
Supercontig_12.3,2009551,2009700,150,Het
Supercontig_12.3,2010351,2010450,100,Depth
Supercontig_12.3,2010801,2010950,150,Het
Supercontig_12.3,2012151,2012650,500,Depth
Supercontig_12.3,2012901,2013050,150,Het
Supercontig_12.3,2013801,2013950,150,Het
Supercontig_12.3,2014101,2014200,100,Depth
Supercontig_12.3,2014551,2014850,300,Depth
Supercontig_12.3,2015101,2015350,250,Het
Supercontig_12.3,2018401,2018700,300,Depth
Supercontig_12.3,2019201,2019350,150,Blast
Supercontig_12.3,2019351,2019400,50,"Blast,Depth"
Supercontig_12.3,2019401,2019450,50,Depth
Supercontig_12.3,2019801,2019950,150,"Blast,Het"
Supercontig_12.3,2019951,2020000,50,Blast
Supercontig_12.3,2020651,2020900,250,Het
Supercontig_12.3,2021251,2021500,250,Depth
Supercontig_12.3,2021801,2021950,150,Depth
Supercontig_12.3,2024001,2024150,150,Het
Supercontig_12.3,2024401,2024950,550,Depth
Supercontig_12.3,2025451,2025600,150,Het
Supercontig_12.3,2027101,2027700,600,Het
Supercontig_12.3,2027901,2028100,200,Depth
Supercontig_12.3,2028551,2028800,250,Het
Supercontig_12.3,2031301,2031550,250,Het
Supercontig_12.3,2035051,2035150,100,Depth
Supercontig_12.3,2036101,2036250,150,Depth
Supercontig_12.3,2036751,2036900,150,Depth
Supercontig_12.3,2037201,2037350,150,"Depth,Het"
Supercontig_12.3,2037351,2037550,200,Depth
Supercontig_12.3,2038351,2038550,200,Depth
Supercontig_12.3,2038901,2038950,50,Depth
Supercontig_12.3,2038951,2039050,100,"Depth,Het"
Supercontig_12.3,2039051,2039150,100,Het
Supercontig_12.3,2039651,2039850,200,Depth
Supercontig_12.3,2042301,2042500,200,Het
Supercontig_12.3,2043001,2043400,400,Het
Supercontig_12.3,2043401,2043450,50,"Depth,Het"
Supercontig_12.3,2043451,2043550,100,Depth
Supercontig_12.3,2044351,2044450,100,Depth
Supercontig_12.3,2045301,2045700,400,Depth
Supercontig_12.3,2046201,2046350,150,Het
Supercontig_12.3,2047951,2048100,150,Het
Supercontig_12.3,2048901,2049050,150,Het
Supercontig_12.3,2049401,2049500,100,Depth
Supercontig_12.3,2049501,2049550,50,"Depth,Het"
Supercontig_12.3,2049551,2049700,150,Het
Supercontig_12.3,2051401,2051500,100,Depth
Supercontig_12.3,2054251,2054450,200,Depth
Supercontig_12.3,2055051,2055550,500,Depth
Supercontig_12.3,2057701,2057950,250,Depth
Supercontig_12.3,2058801,2058900,100,Depth
Supercontig_12.3,2059851,2059900,50,Depth
Supercontig_12.3,2059901,2060250,350,"Depth,Het"
Supercontig_12.3,2061351,2061750,400,Depth
Supercontig_12.3,2062401,2062550,150,Het
Supercontig_12.3,2063651,2063850,200,Het
Supercontig_12.3,2064151,2064250,100,Het
Supercontig_12.3,2064251,2064350,100,"Depth,Het"
Supercontig_12.3,2064551,2064650,100,Depth
Supercontig_12.3,2064901,2065250,350,Het
Supercontig_12.3,2066551,2066950,400,Depth
Supercontig_12.3,2067851,2068000,150,Het
Supercontig_12.3,2068701,2068850,150,Het
Supercontig_12.3,2070401,2070600,200,Blast
Supercontig_12.3,2071451,2071600,150,Het
Supercontig_12.3,2079451,2079900,450,Het
Supercontig_12.3,2080801,2080950,150,"Blast,Het"
Supercontig_12.3,2080951,2081000,50,Blast
Supercontig_12.3,2081501,2081550,50,Het
Supercontig_12.3,2081551,2081650,100,"Depth,Het"
Supercontig_12.3,2081651,2081800,150,Depth
Supercontig_12.3,2082201,2082600,400,Het
Supercontig_12.3,2082851,2083200,350,Depth
Supercontig_12.3,2083451,2083550,100,Depth
Supercontig_12.3,2083651,2083850,200,Het
Supercontig_12.3,2083901,2084200,300,Depth
Supercontig_12.3,2085101,2085350,250,Depth
Supercontig_12.3,2087101,2087400,300,Depth
Supercontig_12.3,2087651,2087750,100,Depth
Supercontig_12.3,2088201,2088300,100,Depth
Supercontig_12.3,2088751,2089150,400,Depth
Supercontig_12.3,2091301,2091450,150,Het
Supercontig_12.3,2091601,2091700,100,Depth
Supercontig_12.3,2091901,2092000,100,Depth
Supercontig_12.3,2093751,2093850,100,Depth
Supercontig_12.3,2094401,2094650,250,Depth
Supercontig_12.3,2098001,2098350,350,Het
Supercontig_12.3,2098351,2098400,50,"Depth,Het"
Supercontig_12.3,2098401,2098550,150,Depth
Supercontig_12.3,2099001,2099200,200,Blast
Supercontig_12.3,2099201,2099450,250,Depth
Supercontig_12.3,2100751,2101000,250,Depth
Supercontig_12.3,2102951,2103000,50,Het
Supercontig_12.3,2103001,2103100,100,"Blast,Het"
Supercontig_12.3,2103101,2103200,100,Blast
Supercontig_12.3,2103351,2103800,450,Depth
Supercontig_12.3,2104001,2104150,150,Het
Supercontig_12.3,2106451,2106600,150,Het
Supercontig_12.3,2108451,2108600,150,Het
Supercontig_12.3,2109151,2109750,600,Het
Supercontig_12.3,2110601,2110750,150,Het
Supercontig_12.3,2113001,2113350,350,Depth
Supercontig_12.3,2113751,2114100,350,Depth
Supercontig_12.3,2114951,2115100,150,Het
Supercontig_12.3,2115701,2116000,300,Depth
Supercontig_12.3,2116251,2116850,600,Depth
Supercontig_12.3,2117151,2117300,150,Het
Supercontig_12.3,2119801,2119950,150,Het
Supercontig_12.3,2120801,2120900,100,Depth
Supercontig_12.3,2121801,2122450,650,Depth
Supercontig_12.3,2122851,2123000,150,Het
Supercontig_12.3,2123651,2123800,150,Het
Supercontig_12.3,2124051,2124200,150,Het
Supercontig_12.3,2124551,2124600,50,Het
Supercontig_12.3,2124601,2124750,150,"Depth,Het"
Supercontig_12.3,2126801,2127200,400,Blast
Supercontig_12.3,2127651,2127800,150,Het
Supercontig_12.3,2130651,2131500,850,Het
Supercontig_12.3,2131751,2131950,200,Het
Supercontig_12.3,2132845,2133183,339,Period
Supercontig_12.3,2133751,2133900,150,Het
Supercontig_12.3,2134251,2134400,150,Het
Supercontig_12.3,2135001,2135050,50,Depth
Supercontig_12.3,2135051,2135100,50,"Depth,Het"
Supercontig_12.3,2135101,2135200,100,Het
Supercontig_12.3,2137801,2137950,150,Het
Supercontig_12.3,2139151,2139300,150,Het
Supercontig_12.3,2140001,2140150,150,Het
Supercontig_12.3,2143401,2143500,100,Depth
Supercontig_12.3,2143901,2144250,350,Depth
Supercontig_12.3,2144751,2144850,100,Depth
Supercontig_12.3,2147851,2147950,100,Depth
Supercontig_12.3,2148501,2148600,100,Depth
Supercontig_12.3,2149501,2149800,300,Depth
Supercontig_12.3,2150551,2151000,450,Depth
